# 知识图谱药品列表（共 3888 条）
# 格式：药品名称 | 出现频次 | 原始名称数量
9%氯化钠注射液 | 134206 | 2
5%葡萄糖注射液 | 25224 | 2
地塞米松注射液 | 16345 | 2
甲氧氯普胺注射液 | 12245 | 1
葡萄糖测定 | 11595 | 1
维生素B6注射液 | 10277 | 2
参芪扶正注射液 | 10072 | 2
维生素C注射液 | 9887 | 2
复方斑蝥胶囊 | 9084 | 2
华蟾素胶囊 | 8505 | 2
耳针 | 7274 | 1
昂丹司琼注射液 | 7208 | 2
鸦胆子油乳注射液 | 7185 | 2
小金丸 | 7025 | 2
穴位贴敷治疗 | 6326 | 1
艾司奥美拉唑钠粉针 | 6058 | 1
烟酰胺注射液 | 5606 | 1
不规则抗体筛查 | 5415 | 1
艾箱灸 | 5347 | 1
呋塞米注射液 | 5315 | 2
中药硬膏热贴敷治疗 | 5122 | 1
生血宝颗粒 | 4998 | 2
静脉输血 | 4921 | 1
西咪替丁注射液 | 4906 | 1
法莫替丁粉针 | 4899 | 2
导管冲洗器 | 4693 | 1
西黄丸 | 4518 | 1
盐酸吗啡注射液 | 4287 | 1
中药熏洗治疗 | 4201 | 1
注射用泮托拉唑钠 | 4178 | 1
输血反映征动态监测 | 4126 | 1
吗啡缓释片 | 4120 | 1
地塞米松磷酸钠注射液 | 3931 | 2
复方氨林巴比妥注射液 | 3826 | 1
斑蝥酸钠维生素B6注射液 | 3811 | 1
避光输液器 | 3673 | 1
红芪 | 3625 | 1
血型鉴定(输血用) | 3540 | 1
雷尼替丁注射液 | 3527 | 1
白细胞除滤 | 3510 | 1
疑难交叉配血 | 3482 | 1
小换药 | 3419 | 1
陈皮 | 3324 | 1
茯苓 | 3298 | 1
手工分红细胞悬液 | 3164 | 1
甲泼尼龙琥珀酸钠粉针 | 3126 | 1
肿瘤十项 | 2945 | 1
甲地孕酮片 | 2883 | 1
麸炒白术 | 2873 | 1
氧气吸入 | 2836 | 1
司坦唑醇片 | 2832 | 1
昂丹司琼片 | 2827 | 2
刺五加注射液 | 2821 | 1
复方氨基酸注射液 | 2749 | 2
中药热奄包治疗 | 2713 | 1
利多卡因注射液 | 2651 | 2
复方苦参注射液 | 2644 | 1
碘海醇注射液 | 2636 | 2
黄芪 | 2635 | 1
氯化钾注射液(塑瓶) | 2614 | 1
乳果糖口服溶液 | 2610 | 2
开塞露 | 2577 | 1
多潘立酮片 | 2569 | 2
茯苓kl | 2501 | 1
甘露醇注射液 | 2407 | 2
艾愈胶囊 | 2356 | 1
低频脉冲治疗 | 2271 | 1
党参kl | 2255 | 1
生脉注射液 | 2227 | 2
环孢素软胶囊 | 2223 | 1
当归 | 2184 | 1
麸炒白术kl | 2179 | 1
静脉穿刺置管术 | 2107 | 1
大枣 | 2086 | 1
太子参kl | 2056 | 1
人粒细胞刺激因子注射液 | 2055 | 2
北柴胡 | 2054 | 1
环磷腺苷粉针 | 1982 | 2
左氧氟沙星氯化钠注射液 | 1980 | 2
注射用艾普拉唑钠(国谈) | 1977 | 1
机采血小板 | 1963 | 1
云南白药胶囊 | 1958 | 1
西黄胶囊 | 1953 | 1
生地黄kl | 1950 | 1
黄芪kl | 1950 | 1
盐酸羟考酮缓释片 | 1934 | 1
一次性无菌输液接头 | 1933 | 1
太子参 | 1906 | 1
参麦注射液 | 1885 | 2
奥美拉唑肠溶胶囊 | 1864 | 2
熟地黄kl | 1857 | 1
地榆升白片 | 1849 | 1
阿胶kl | 1826 | 1
熟地黄 | 1759 | 1
党参片 | 1732 | 1
酚磺乙胺注射液 | 1732 | 1
B型钠尿肽前体(PRO-BNP)测定 | 1691 | 1
局部浸润麻醉 | 1684 | 1
还原型谷胱苷肽粉针 | 1672 | 1
华蟾素片 | 1623 | 2
注射用水 | 1607 | 1
沙利度胺片 | 1597 | 1
党参 | 1587 | 1
异丙嗪注射液 | 1587 | 1
仙鹤草 | 1573 | 1
醋酸甲地孕酮分散片 | 1568 | 1
复方甘草酸苷注射液 | 1553 | 2
布地奈德混悬液 | 1550 | 2
木香 | 1544 | 1
新冠核酸检测 | 1543 | 1
炙甘草kl | 1531 | 1
泽泻kl | 1523 | 1
醋鸡内金kl | 1511 | 1
健脾生血片 | 1487 | 1
头孢唑肟钠粉针 | 1486 | 1
丹参注射液 | 1483 | 2
牡丹皮kl | 1483 | 1
氯化钾注射液 | 1463 | 1
磁共振平扫 | 1454 | 1
五项监测 | 1449 | 1
强力枇杷露(无糖型) | 1436 | 1
地黄 | 1425 | 1
血型鉴定 | 1417 | 1
姜半夏 | 1413 | 1
酒黄精kl | 1404 | 1
一体式湿化雾化鼻(吸)氧管 | 1393 | 1
芬太尼透皮贴剂 | 1376 | 1
川贝母kl | 1368 | 1
头孢他啶粉针 | 1365 | 2
炙甘草 | 1356 | 1
热毒宁注射液 | 1352 | 2
微量泵 | 1346 | 1
氨溴索口服液 | 1333 | 1
甲泼尼龙琥珀酸钠针 | 1332 | 1
肺力咳合剂 | 1329 | 2
当归kl | 1328 | 1
氨甲苯酸注射液 | 1327 | 1
血浆、机采血小板、冷沉淀配血 | 1327 | 1
蛇毒血凝酶注射液 | 1324 | 2
注射用奥美拉唑钠 | 1321 | 1
泽泻 | 1318 | 1
阿胶 | 1312 | 1
10%葡萄糖注射液 | 1308 | 2
洛铂粉针 | 1307 | 2
墨旱莲kl | 1301 | 1
肝爽颗粒 | 1298 | 1
鸦胆子油软胶囊 | 1297 | 1
可待因片 | 1289 | 1
曲马多注射液 | 1289 | 1
牡丹皮 | 1286 | 1
制何首乌kl | 1276 | 1
水胶体敷料10*10 | 1269 | 1
陈皮kl | 1264 | 1
谷胱苷肽针 | 1262 | 2
麸炒薏苡仁 | 1261 | 1
补中益气颗粒 | 1249 | 1
仙鹤草kl | 1228 | 1
健肝乐颗粒 | 1224 | 1
异常糖链糖蛋白检测 | 1223 | 1
甘草片 | 1212 | 1
白芍 | 1200 | 1
黄芪注射液 | 1196 | 1
通关藤口服液 | 1195 | 1
卡铂粉针 | 1192 | 1
重组人促红素注射液 | 1171 | 1
苯唑西林钠粉针 | 1161 | 2
四磨汤口服液 | 1160 | 1
阿普唑仑片 | 1152 | 1
ABO红细胞定型 | 1149 | 1
感冒灵颗粒 | 1145 | 1
润肺膏 | 1145 | 1
粪便常规自动分析 | 1143 | 1
螺内酯片 | 1136 | 1
麦冬 | 1134 | 1
氯化钠注射液 | 1132 | 1
布洛芬混悬液 | 1125 | 2
人血白蛋白注射液 | 1122 | 1
酒萸肉kl | 1117 | 1
人促红素注射液 | 1116 | 2
玄参kl | 1115 | 1
特布他林雾化液 | 1109 | 2
紫杉醇(白蛋白结合型)粉针 | 1104 | 2
莫西沙星氯化钠注射液 | 1099 | 2
康莱特注射液 | 1096 | 1
北沙参kl | 1087 | 1
大枣kl | 1082 | 1
北沙参 | 1079 | 1
砂仁 | 1077 | 1
B型钠尿肽(BNP)测定 | 1067 | 1
中/长链脂肪乳注射液(C8-C24Ve) | 1066 | 1
测血压 bid | 1066 | 1
白术 | 1052 | 1
头孢呋辛钠粉针 | 1040 | 2
白茅根 | 1040 | 1
碘克沙醇注射液 | 1034 | 2
半枝莲 | 1026 | 1
蒙脱石散 | 1024 | 2
替吉奥胶囊 | 1012 | 2
卡培他滨片 | 990 | 2
10%氯化钠注射液 | 983 | 1
双歧杆菌四联活菌片 | 982 | 1
鸡内金 | 973 | 1
艾司奥美拉唑镁肠溶胶囊 | 961 | 1
川贝母 | 944 | 1
盐酸曲马多片 | 938 | 1
枸杞子 | 936 | 1
全蝎 | 931 | 1
奥美拉唑钠粉针 | 930 | 1
木香kl | 929 | 1
重组人粒细胞刺激因子(预充式)注射液 | 916 | 1
钆特酸葡胺注射液 | 912 | 1
艾司奥美拉唑粉针 | 909 | 1
C—反应蛋白定量测定(包括超敏/CRP) | 901 | 1
酒萸肉 | 889 | 1
墨旱莲 | 887 | 1
磁共振增强扫描 | 880 | 1
砂仁kl | 876 | 1
桂枝 | 875 | 1
艾司唑仑片 | 875 | 1
维生素B12注射液 | 870 | 2
注射用环磷腺苷 | 866 | 1
生姜kl | 866 | 1
尼可刹米注射液 | 865 | 2
盐酸氨溴索注射液 | 858 | 1
玄参 | 857 | 1
姜半夏kl | 846 | 1
八珍颗粒 | 844 | 1
福沙匹坦双葡甲胺粉针(国谈) | 842 | 1
麸炒山药 | 842 | 1
生白术kl | 841 | 1
酒黄精 | 827 | 1
外周血细胞形态及性质分析 | 824 | 1
炒山楂 | 823 | 1
碘海醇注射液(进口) | 820 | 1
鹿角胶kl | 819 | 1
榄香烯乳状注射液 | 818 | 1
复方氨基酸(18AA-II)注射液 | 810 | 1
甘草 | 809 | 1
灸甘草 | 807 | 1
庆大霉素注射液 | 794 | 2
重组人血小板生成素注射液 | 791 | 1
木糖醇注射液 | 790 | 1
炒麦芽kl | 788 | 1
制何首乌 | 787 | 1
白茅根kl | 786 | 1
枸橼酸莫沙必利片 | 784 | 1
生白口服液 | 779 | 1
连翘 | 775 | 1
人参片 | 765 | 1
茯苓破壁饮片 | 755 | 1
麻仁软胶囊 | 752 | 1
盐酸羟考酮胶囊 | 751 | 1
厚朴 | 747 | 1
十项监测(输血用) | 746 | 1
白芍kl | 744 | 1
唑来膦酸粉针 | 743 | 1
顺铂粉针 | 738 | 1
党参破壁饮片 | 734 | 1
重组人粒细胞刺激因子注射液 | 734 | 1
蜈蚣 | 732 | 1
太子参破壁饮片 | 725 | 1
甲泼尼龙琥珀酸钠针(备选) | 710 | 1
桔梗 | 706 | 1
塞来昔布胶囊 | 704 | 2
炎琥宁粉针 | 695 | 1
复方甘草片 | 687 | 1
金水宝片 | 686 | 2
丹参 | 685 | 1
黄芩片 | 680 | 1
一次性中心静脉置管换药包 | 679 | 1
盐酸美沙酮片 | 678 | 1
稳心颗粒 | 674 | 1
加巴喷丁胶囊 | 670 | 2
达那唑胶囊 | 669 | 1
骨髓细胞检测+铁染色 | 666 | 1
中换药 | 665 | 1
数字化摄影(DR) | 665 | 1
麸炒薏苡仁kl | 664 | 1
碳酸钙D3片(II) | 660 | 1
香丹注射液 | 658 | 2
双氯芬酸钠缓释片 | 654 | 1
干姜 | 653 | 1
醋酸泼尼松片 | 652 | 1
半枝莲kl | 647 | 1
川芎 | 644 | 1
氨溴索粉针 | 643 | 1
山药 | 634 | 1
炒苦杏仁 | 630 | 1
北沙参破壁饮片 | 623 | 1
ABO血型鉴定(输血) | 621 | 1
白花蛇舌草 | 620 | 1
呋塞米片 | 618 | 2
心肌酶 | 616 | 1
替莫唑胺胶囊 | 616 | 2
赖氨匹林粉针 | 615 | 1
炒麦芽 | 609 | 1
麸炒枳壳kl | 601 | 1
洛贝林注射液 | 600 | 2
麸炒枳壳 | 597 | 1
护肝片 | 591 | 1
头孢哌酮舒巴坦钠粉针(2：1) | 590 | 1
注射用奥美拉唑钠(备选) | 584 | 1
吸入用乙酰半胱氨酸溶液 | 582 | 2
多索茶碱粉针 | 580 | 1
地塞米松片 | 576 | 1
氯化钾缓释片 | 573 | 2
藻酸双酯钠粉针 | 573 | 1
低分子量肝素钙注射液 | 570 | 2
信迪利单抗注射液 | 569 | 1
复方氨基酸注射液(飘仙) | 567 | 1
北柴胡kl | 566 | 1
核糖核酸Ⅱ粉针 | 566 | 1
氯诺昔康粉针 | 565 | 2
陈皮破壁饮片 | 565 | 1
曲马多缓释片 | 564 | 1
红豆杉粉 | 564 | 1
生甘草kl | 563 | 1
阿莫西林克拉维酸钾粉针 | 552 | 2
赤芍 | 551 | 1
头孢他定皮试 | 546 | 1
水胶体敷料*1个 | 546 | 1
山药kl | 543 | 1
八珍胶囊 | 540 | 1
艾迪注射液 | 537 | 2
右美沙芬片 | 536 | 1
依托泊苷注射液 | 534 | 1
阿糖胞苷针 | 530 | 1
人粒细胞刺激因子(预充式)注射液 | 529 | 1
布美他尼注射液 | 528 | 1
炒山楂kl | 526 | 1
醋鳖甲 | 523 | 1
二羟丙茶碱注射液 | 519 | 2
阿司匹林肠溶片(进口) | 512 | 1
黄芩 | 512 | 1
微针针刺 | 511 | 1
芪胶升白胶囊 | 511 | 1
鸡血藤kl | 510 | 1
大黄 | 509 | 1
甘草酸二铵肠溶胶囊 | 506 | 1
前列舒通胶囊 | 505 | 1
中/长链脂肪乳(C6-C24) | 504 | 1
RH血型鉴定(输血) | 503 | 1
桑葚kl | 503 | 1
桔梗破壁饮片 | 500 | 1
防风通圣颗粒 | 490 | 1
吲哒帕胺片 | 487 | 2
洛芬待因片 | 484 | 1
甲功五项 | 484 | 1
枇杷止咳颗粒 | 483 | 1
心脏彩超 | 477 | 1
消旋山莨菪碱注射液 | 475 | 1
肝素钠注射液 | 471 | 2
山慈菇 | 466 | 1
门冬氨酸钾镁注射液 | 466 | 1
黄连上清片 | 464 | 1
桂枝kl | 463 | 1
贝伐珠单抗注射液 | 459 | 1
人血白蛋白 | 451 | 2
注射用磷霉素钠 | 444 | 1
苯磺酸氨氯地平片 | 444 | 2
头孢曲松钠粉针 | 443 | 2
连花清瘟颗粒 | 440 | 1
黄芩kl | 437 | 1
鸡血藤 | 434 | 1
姜厚朴kl | 433 | 1
去乙酰毛花苷注射液 | 431 | 2
炒酸枣仁 | 426 | 1
疼痛综合评定 | 425 | 1
肠道冲洗袋 | 418 | 1
寒喘祖帕颗粒 | 417 | 1
四项监测 | 415 | 1
玄参破壁饮片 | 413 | 1
网织红细胞计数 | 413 | 1
人血白蛋白(玻璃瓶) | 410 | 1
注射用硫代硫酸钠 | 408 | 1
盐酸帕洛诺司琼注射液 | 405 | 1
溴己新注射液 | 404 | 1
枸杞子kl | 403 | 1
铝碳酸镁咀嚼片 | 401 | 2
全蝎kl | 400 | 1
蜈蚣kl | 395 | 1
甘草酸二铵胶囊 | 392 | 1
丹参kl | 391 | 1
哌拉西林钠他唑巴坦钠粉针 | 391 | 1
人参kl | 390 | 1
引流袋 | 390 | 1
喘可治注射液 | 389 | 1
平消胶囊 | 389 | 1
白花蛇舌草kl | 388 | 1
肌苷注射液 | 386 | 2
康莱特注射液(国谈) | 385 | 1
氨溴索注射液 | 383 | 1
地塞米松磷酸钠注射液(备选) | 382 | 1
牡蛎 | 377 | 1
煎药机煎药 | 373 | 1
多索茶碱注射液 | 368 | 1
葡萄糖酸钙注射液 | 368 | 2
黑顺片kl | 368 | 1
复方木尼孜其颗粒 | 366 | 1
竹节参 | 364 | 1
头孢呋辛皮试 | 361 | 1
沉香 | 360 | 1
猪苓kl | 358 | 1
制远志 | 357 | 1
麸炒神曲 | 356 | 1
阿卡波糖片 | 351 | 2
氟伏沙明片 | 348 | 1
莫沙必利片 | 346 | 1
川芎kl | 344 | 1
血流变 | 344 | 1
双黄连口服液 | 339 | 2
地西泮注射液 | 337 | 1
炒白芍 | 335 | 1
苯唑西林皮试 | 334 | 1
苯唑西林钠针皮试 | 333 | 1
电极片 5个 | 332 | 1
盐补骨脂 | 331 | 1
孟鲁司特钠片 | 330 | 2
甲氧氯普胺片 | 329 | 1
注射用卡瑞利珠单抗(国谈) | 328 | 1
洗涤红细胞 | 328 | 1
贫血三项 | 327 | 1
免疫组化 | 326 | 1
钠钾镁钙葡萄糖注射液 | 325 | 1
一次性使用输液器带针 | 324 | 1
葛根 | 322 | 1
麻仁润肠丸 | 320 | 1
来曲唑片 | 317 | 2
哌拉西林他唑巴坦皮试 | 316 | 1
哌拉西林钠他唑巴坦钠针 | 316 | 1
托烷司琼片 | 315 | 1
地奥心血康胶囊 | 314 | 1
银杏内酯注射液 | 314 | 1
芦根 | 313 | 1
5%葡萄糖氯化钠注射液 | 312 | 2
醋鳖甲kl | 312 | 1
琥珀酸亚铁片 | 311 | 1
美托洛尔片 | 309 | 2
骨髓活检术 | 309 | 1
氯化钾颗粒 | 305 | 1
番泻叶 | 303 | 1
碳酸氢钠注射液 | 301 | 2
酒女贞子 | 301 | 1
益气和胃胶囊 | 297 | 1
骨髓活检包 | 295 | 1
环磷腺苷葡胺粉针 | 293 | 1
碳酸钙片 | 292 | 1
维生素B12片 | 292 | 1
艾司奥美拉唑镁肠溶胶囊(备选) | 291 | 1
龙眼肉(元肉) | 291 | 1
免疫组织化学染色诊断 | 289 | 1
表柔比星粉针 | 286 | 1
痰培养 | 285 | 1
豆蔻kl | 283 | 1
盐酸吗啡缓释片 | 282 | 1
经皮穿刺置管引流术 | 282 | 1
八项检测 | 281 | 1
菊花 | 281 | 1
盐酸氟桂利嗪胶囊 | 280 | 2
藤梨根 | 280 | 1
奈达铂粉针 | 279 | 1
广藿香 | 278 | 1
洛哌丁胺胶囊 | 276 | 1
脾多肽注射液 | 274 | 1
枳实 | 273 | 1
恩替卡韦片 | 272 | 1
唑来膦酸注射液 | 270 | 2
酒女贞子kl | 270 | 1
黑顺片 | 269 | 1
炙黄芪 | 268 | 1
燀苦杏仁kl | 267 | 1
白血病免疫分型 | 267 | 1
金银花 | 267 | 1
人参 | 266 | 1
桔梗kl | 264 | 1
10%浓氯化钠注射液 | 262 | 1
阿莫西林胶囊 | 262 | 2
猪苓 | 260 | 1
苯海拉明注射液 | 260 | 2
头孢哌酮舒巴坦钠针皮试 | 259 | 1
盐菟丝子kl | 258 | 1
复方芩兰口服液(无糖) | 257 | 1
瑞舒伐他汀钙片 | 257 | 2
麦冬kl | 257 | 1
通关藤注射液 | 255 | 1
大黄kl | 254 | 1
煅牡蛎 | 254 | 1
培美曲塞二钠针 | 253 | 2
清开灵注射液 | 253 | 2
醋延胡索 | 253 | 1
间断引流管冲洗 | 252 | 1
吲哚美辛栓 | 251 | 1
阿托伐他汀钙片 | 250 | 2
二甲双胍缓释片 | 249 | 1
肉桂(桂皮) | 248 | 1
左旋咪唑片 | 246 | 1
白血病残留病灶检测 | 246 | 1
重楼(蚤休) | 246 | 1
氯苯那敏片 | 245 | 1
维生素C片 | 244 | 2
测血压 | 240 | 1
氢氯噻嗪片 | 239 | 1
桉柠蒎肠溶软胶囊 | 238 | 1
紫杉醇注射液 | 238 | 2
龙骨 | 237 | 1
盐酸吉西他滨针 | 236 | 1
左氧氟沙星粉针 | 235 | 1
醋香附kl | 235 | 1
布洛芬混悬液(进口) | 234 | 1
甘草酸二铵粉针 | 234 | 1
三七片 | 231 | 1
多西他赛注射液 | 230 | 2
盐补骨脂kl | 230 | 1
肉桂kl | 229 | 1
中心静脉穿刺置管术 | 227 | 1
头孢美唑钠粉针(备选) | 226 | 1
连翘kl | 226 | 1
注射用苯唑西林钠 | 223 | 1
芬太尼透皮贴 | 223 | 1
重组人粒细胞刺激因子 | 222 | 1
醋鸡内金 | 221 | 1
甘油果糖氯化钠注射液 | 219 | 2
甲钴胺片 | 219 | 1
糖化血红蛋白定量测定 | 219 | 1
氟尿嘧啶注射液 | 218 | 1
硝苯地平缓释片 | 216 | 1
藕节 | 216 | 1
达肝素钠注射液 | 214 | 2
叶酸片 | 213 | 1
兰索拉唑肠溶片 | 212 | 2
甘氨酸茶碱钠缓释片 | 211 | 1
郁金 | 209 | 1
醒脑静注射液 | 209 | 2
骨髓活检分析 | 208 | 1
黄连kl | 208 | 1
恩替卡韦分散片 | 207 | 1
清淡饮食 | 207 | 1
紫河车 | 207 | 1
醋五味子kl | 207 | 1
非那雄胺片 | 207 | 2
置管后注药 | 206 | 1
干姜kl | 204 | 1
芒硝 | 204 | 1
丙卡特罗吸入溶液(国谈) | 203 | 1
脂肪乳氨基酸(17)葡萄糖 | 203 | 2
布洛芬注射液 | 201 | 1
诺氟沙星胶囊 | 200 | 2
八项检测(定量测定) | 199 | 1
浙贝母(大贝) | 198 | 1
转肿瘤血液科 | 198 | 1
肺炎衣原体抗体检测 | 197 | 1
阿莫西林克拉维酸钾粉针皮试 | 197 | 1
鹿角霜 | 197 | 1
浮小麦 | 196 | 1
布洛芬缓释胶囊 | 195 | 2
人血白蛋白20%，10g，ivgtt，qd | 194 | 1
豆蔻 | 194 | 1
煅牡蛎kl | 191 | 1
川牛膝 | 189 | 1
桑椹 | 189 | 1
舒血宁注射液(湖北联盟) | 189 | 1
血塞通粉针(湖北) | 189 | 1
骨髓染色体核型分析 | 189 | 1
鱼腥草破壁饮片 | 188 | 1
抗肿瘤化学药物配置 | 187 | 1
竹茹 | 187 | 1
不规则抗体 | 185 | 1
奥沙利铂甘露醇注射液 | 184 | 1
炒神曲kl | 184 | 1
达克罗宁胶浆 | 184 | 1
速效救心丸 | 184 | 1
炒莱菔子 | 183 | 1
盐酸二甲双胍缓释片 | 182 | 1
缬沙坦胶囊 | 182 | 2
美托洛尔缓释片 | 181 | 2
芪苈强心胶囊 | 181 | 1
透明敷料 7x8.5cm | 181 | 1
小蓟kl | 178 | 1
燀桃仁 | 178 | 1
拟今日局麻下行肺穿刺活检术 | 177 | 1
榄香烯口服乳 | 177 | 2
血培养(需氧+厌氧) | 177 | 1
麸炒枳实 | 177 | 1
氨茶碱片 | 176 | 1
鲜竹沥口服液 | 176 | 1
炒酸枣仁kl | 173 | 1
13碳尿素呼气试验 | 172 | 1
吡柔比星粉针 | 172 | 1
肝素钠封管注射液 | 171 | 1
降钙素测定 | 171 | 1
洛索洛芬钠凝胶贴膏 | 169 | 1
高三尖杉酯碱注射液 | 167 | 1
一次性使用精密过滤输液器 带针 | 165 | 1
六味地黄丸 | 165 | 1
培美曲塞二钠粉针 | 165 | 1
尿毒清颗粒(无糖型) | 165 | 2
真菌D-葡聚糖检测 | 165 | 1
甲磺酸左氧氟沙星注射液 | 164 | 1
醋莪术 | 164 | 1
醋香附 | 164 | 1
引流装置置管或更换 | 163 | 1
西瓜霜润喉片 | 163 | 1
吉西他滨针 | 161 | 1
甲功三项 | 161 | 1
半乳甘露聚糖检测 | 159 | 1
炒建曲kl | 159 | 1
白蛋白10g ivgtt | 159 | 1
呋塞米(速尿)注射液 | 158 | 1
黄连片 | 158 | 1
甲磺酸阿帕替尼片 | 156 | 1
百令胶囊 | 156 | 1
复方斑蝥胶囊0.75mg bid po | 155 | 1
芦根kl | 155 | 1
布托啡诺注射液 | 154 | 1
头孢曲松针皮试 | 153 | 1
桃仁kl | 153 | 1
佛手 | 152 | 1
煅龙骨kl | 152 | 1
甘草酸二铵注射液 | 152 | 1
院前急救费 | 152 | 1
复方氨酚烷胺胶囊 | 151 | 1
大蓟kl | 151 | 1
奥美拉唑肠溶片 | 151 | 1
托烷司琼注射液 | 151 | 1
氟康唑氯化钠注射液 | 151 | 2
多巴胺注射液 | 150 | 2
异甘草酸镁注射液 | 150 | 1
上消化道造影 | 149 | 1
脑心通胶囊 | 149 | 1
前列腺特异抗原两项 | 148 | 1
碘帕醇注射液 | 148 | 2
25%葡萄糖注射液 | 147 | 2
复方福尔可定糖浆 | 147 | 1
